runtime/valid/copy-update-source-order-observed.hd	runtime	accept	05-expressions.md#data-expressions
runtime/valid/copy-update-shallow.hd	runtime	accept	08-data-and-enums.md#construction-and-access
typing/invalid/readonly-spread-mut-field-twins.hd	type	reject:mutable-upgrade	05-expressions.md#data-expressions
runtime/valid/empty-string-operations.hd	runtime	accept	10-modules.md#prelude
runtime/valid/split-empty-input-nonempty-separator.hd	runtime	accept	10-modules.md#prelude
runtime/valid/multibyte-scalar-strings.hd	runtime	accept	04-type-system.md#strings
runtime/valid/trim-unicode-white-space.hd	runtime	accept	10-modules.md#prelude
runtime/valid/replace-non-overlapping.hd	runtime	accept	10-modules.md#prelude
runtime/valid/interpolation-display-order.hd	runtime	accept	05-expressions.md#literals
parse/invalid/surrogate-unicode-escape.hd	parse	reject:invalid-escape	01-lexical-structure.md#string-and-character-literals
parse/invalid/out-of-range-unicode-escape.hd	parse	reject:invalid-escape	01-lexical-structure.md#string-and-character-literals
