# commit bd985d7; command: node --experimental-strip-types audit/evidence/01-fixtures/impl-lines.ts; date 2026-09-25
path	selected	command	exit	marker_code	marker_line	impl_lines_for_code	verdict	first_output_line
runtime/panic/removed-map-iterator-invalidated.hd	true	test	1	iterator-invalidated	4	-	impl-code-unlocated	iterator-invalidated: runtime panic
runtime/panic/second-suspension-drive.hd	true	test	1	suspension-invalid-state	8	-	impl-code-unlocated	suspension-invalid-state: runtime panic
runtime/panic/signed-min-division-overflow.hd	true	test	1	integer-overflow	3	-	impl-code-unlocated	integer-overflow: runtime panic
runtime/panic/test-block-on.hd	true	test	1	suspension-nested-driver	7	-	impl-code-unlocated	suspension-nested-driver: runtime panic
runtime/valid/assert.hd	true	test	0	-	-	-	impl-accepts	spec/conformance/runtime/valid/assert.hd: 3 passed
runtime/valid/cancellation-runs-defer.hd	true	test --profile pending-gate --scenario cancellation-cleanup	0	-	-	-	impl-accepts	spec/conformance/runtime/valid/cancellation-runs-defer.hd: 1 passed
runtime/valid/cancellation-unwinds-nested-frames.hd	true	test --scenario cancellation-cleanup --pending-function wait	0	-	-	-	impl-accepts	spec/conformance/runtime/valid/cancellation-unwinds-nested-frames.hd: 1 passed
runtime/valid/cancellation-unwinds-suspending-closure.hd	true	test --profile pending-gate --scenario cancellation-cleanup	0	-	-	-	impl-accepts	spec/conformance/runtime/valid/cancellation-unwinds-suspending-closure.hd: 1 passed
runtime/valid/display-dispatch.hd	true	test	0	-	-	-	impl-accepts	spec/conformance/runtime/valid/display-dispatch.hd: 1 passed
runtime/valid/float-display.hd	true	test	0	-	-	-	impl-accepts	spec/conformance/runtime/valid/float-display.hd: 1 passed
runtime/valid/generic-data-embedding.hd	true	test	0	-	-	-	impl-accepts	spec/conformance/runtime/valid/generic-data-embedding.hd: 1 passed
runtime/valid/list-iterator.hd	true	test	0	-	-	-	impl-accepts	spec/conformance/runtime/valid/list-iterator.hd: 3 passed
runtime/valid/map-iterator.hd	true	test	0	-	-	-	impl-accepts	spec/conformance/runtime/valid/map-iterator.hd: 2 passed
runtime/valid/module-initialization-before-main.hd	true	test	0	-	-	-	impl-accepts	spec/conformance/runtime/valid/module-initialization-before-main.hd: 1 passed
runtime/valid/partial-equality-dispatch.hd	true	test	0	-	-	-	impl-accepts	spec/conformance/runtime/valid/partial-equality-dispatch.hd: 2 passed
runtime/valid/partial-ordering-dispatch.hd	true	test	0	-	-	-	impl-accepts	spec/conformance/runtime/valid/partial-ordering-dispatch.hd: 1 passed
runtime/valid/structural-equality.hd	true	test	0	-	-	-	impl-accepts	spec/conformance/runtime/valid/structural-equality.hd: 2 passed
runtime/valid/structural-ordering.hd	true	test	0	-	-	-	impl-accepts	spec/conformance/runtime/valid/structural-ordering.hd: 2 passed
typing/invalid/ambiguous-trait-method.hd	true	check	1	ambiguous-method	17	17	impl-line-matches	spec/conformance/typing/invalid/ambiguous-trait-method.hd:17:5: ambiguous-method: method 'label' is supplied by multiple traits
typing/invalid/annotation-direct-reentry.hd	false	check	1	annotation-resolution-reentry	10	-	impl-code-absent	spec/conformance/typing/invalid/annotation-direct-reentry.hd:12:1: expected-expression: expected an expression, found 'annotate'
typing/invalid/annotation-top-level-read.hd	false	check	1	annotation-top-level-read	10	-	impl-code-absent	spec/conformance/typing/invalid/annotation-top-level-read.hd:12:1: expected-expression: expected an expression, found 'annotate'
typing/invalid/assert-equal-non-eq.hd	true	check	1	missing-partial-eq	8	8	impl-line-matches	spec/conformance/typing/invalid/assert-equal-non-eq.hd:8:18: missing-partial-eq: type 'Result[i32,Error]' does not implement PartialEq
typing/invalid/bang-call-outside-suspension.hd	true	check	1	bang-call-outside-suspension	5	5	impl-line-matches	spec/conformance/typing/invalid/bang-call-outside-suspension.hd:5:5: bang-call-outside-suspension: a bang call requires a suspending driver context
typing/invalid/bare-variant-pattern.hd	true	check	1	bare-variant-pattern	6	6	impl-line-matches	spec/conformance/typing/invalid/bare-variant-pattern.hd:6:9: bare-variant-pattern: bare variant 'Ready' must be written as '.Ready' or 'State.Ready'
typing/invalid/break-value-without-else.hd	true	check	1	break-value-context	4	4	impl-line-matches	spec/conformance/typing/invalid/break-value-without-else.hd:4:9: break-value-context: break values require a loop with an else suite
typing/invalid/configured-facet-not-annotator.hd	false	check	1	decorator-not-annotator	4	-	impl-code-absent	spec/conformance/typing/invalid/configured-facet-not-annotator.hd:4:1: decorator-not-top-level: decorators are only valid on top-level declarations
typing/invalid/contextual-variant-without-type.hd	true	check	1	missing-contextual-enum-type	5	5	impl-line-matches	spec/conformance/typing/invalid/contextual-variant-without-type.hd:5:15: missing-contextual-enum-type: variant '.Queued' requires an expected enum type
typing/invalid/contravariant-representation-change.hd	false	check	1	variance-representation-change	5	-	impl-code-absent	spec/conformance/typing/invalid/contravariant-representation-change.hd:1:15: expected-token: expected a generic data parameter
typing/invalid/copy-update-readonly-child.hd	true	check	1	readonly-edge	9	9	impl-line-matches	spec/conformance/typing/invalid/copy-update-readonly-child.hd:9:5: readonly-edge: field 'name' cannot be assigned through readonly type 'Child'
typing/invalid/covariant-gadt-result.hd	false	check	1	invalid-variance	5	-	impl-code-absent	spec/conformance/typing/invalid/covariant-gadt-result.hd:4:14: expected-token: expected a generic enum parameter
typing/invalid/data-annotator-map-build.hd	false	check	1	annotation-build-signature	21	-	impl-code-absent	spec/conformance/typing/invalid/data-annotator-map-build.hd:5:1: unknown-trait: unknown trait 'Annotation'
typing/invalid/defer-block-on.hd	true	check	1	suspension-forbidden-context	12	12	impl-line-matches	spec/conformance/typing/invalid/defer-block-on.hd:12:14: suspension-forbidden-context: a defer suite cannot transitively start a suspension driver
typing/invalid/defer-suspends.hd	true	check	1	suspending-defer	6	6	impl-line-matches	spec/conformance/typing/invalid/defer-suspends.hd:6:9: suspending-defer: a defer suite cannot make a bang call
typing/invalid/derived-generic-bound.hd	false	check	1	missing-derived-bound	6	-	impl-code-absent	spec/conformance/typing/invalid/derived-generic-bound.hd:1:1: decorator-not-top-level: decorators are only valid on top-level declarations
typing/invalid/derived-hash-field-not-hash.hd	false	check	1	field-not-hash	6	-	impl-code-absent	spec/conformance/typing/invalid/derived-hash-field-not-hash.hd:4:1: decorator-not-top-level: decorators are only valid on top-level declarations
typing/invalid/derived-total-order-float.hd	false	check	1	field-not-eq	4	-	impl-code-absent	spec/conformance/typing/invalid/derived-total-order-float.hd:2:1: decorator-not-top-level: decorators are only valid on top-level declarations
typing/invalid/discarded-result.hd	true	check	1	discarded-must-use-value	9	9,12,15	impl-line-matches	spec/conformance/typing/invalid/discarded-result.hd:9:9: discarded-must-use-value: a value of type 'Result[i32,SaveError]' must be used or explicitly discarded
typing/invalid/discarded-suspension.hd	true	check	1	discarded-must-use-value	4	4	impl-line-matches	spec/conformance/typing/invalid/discarded-suspension.hd:4:5: discarded-must-use-value: a value of type 'suspend(0):i32' must be used or explicitly discarded
typing/invalid/duplicate-data-field.hd	true	check	1	duplicate-field	6	6	impl-line-matches	spec/conformance/typing/invalid/duplicate-data-field.hd:6:5: duplicate-field: field 'name' is supplied more than once
typing/invalid/duplicate-data-pattern-field.hd	true	check	1	duplicate-data-pattern-field	6	6	impl-line-matches	spec/conformance/typing/invalid/duplicate-data-pattern-field.hd:6:22: duplicate-data-pattern-field: field 'name' appears more than once
typing/invalid/duplicate-direct-annotation-impl.hd	false	check	1	duplicate-annotation-impl	30	-	impl-code-absent	spec/conformance/typing/invalid/duplicate-direct-annotation-impl.hd:30:1: expected-expression: expected an expression, found 'annotate'
typing/invalid/duplicate-generic-embedded-name.hd	true	check	1	duplicate-embedded-field	6	6	impl-line-matches	spec/conformance/typing/invalid/duplicate-generic-embedded-name.hd:6:5: duplicate-embedded-field: field 'Box' is declared more than once
typing/invalid/duplicate-inherent-member.hd	true	check	1	duplicate-inherent-member	5	5	impl-line-matches	spec/conformance/typing/invalid/duplicate-inherent-member.hd:5:5: duplicate-inherent-member: inherent method 'User.name' is declared more than once
typing/invalid/duplicate-trait-member.hd	true	check	1	duplicate-trait-member	3	3	impl-line-matches	spec/conformance/typing/invalid/duplicate-trait-member.hd:3:5: duplicate-trait-member: trait member 'name' is declared more than once
typing/invalid/embedded-field-decorator-type.hd	false	check	1	invalid-field-metadata	14	-	impl-code-absent	spec/conformance/typing/invalid/embedded-field-decorator-type.hd:14:5: expected-token: expected a data field name
typing/invalid/embedded-mut-trait-bodyless.hd	true	check	1	promoted-mutable-requirement	14	14	impl-line-matches	spec/conformance/typing/invalid/embedded-mut-trait-bodyless.hd:14:1: promoted-mutable-requirement: mutable requirement 'Resettable.reset' cannot be filled throu
typing/invalid/float-literal-range.hd	true	check	1	float-literal-range	1	1	impl-line-matches	spec/conformance/typing/invalid/float-literal-range.hd:1:19: float-literal-range: floating-point literal is not finite
typing/invalid/float-map-key.hd	true	check	1	invalid-map-key	2	2	impl-line-matches	spec/conformance/typing/invalid/float-map-key.hd:2:13: invalid-map-key: type 'f64' does not implement the MVP map-key contract
typing/invalid/forward-module-binding.hd	true	check	1	binding-not-yet-visible	2	2	impl-line-matches	spec/conformance/typing/invalid/forward-module-binding.hd:2:5: binding-not-yet-visible: module binding 'count' is not visible before its binding point
typing/invalid/function-equality.hd	true	check	1	unsupported-equality	2	2	impl-line-matches	spec/conformance/typing/invalid/function-equality.hd:2:5: unsupported-equality: function values do not support operator '=='
typing/invalid/generic-requirement-key-collision.hd	true	check	1	generic-requirement-key-collision	5	5,11	impl-line-matches	spec/conformance/typing/invalid/generic-requirement-key-collision.hd:5:16: generic-requirement-key-collision: provider keys 'Repo[generic:T]' and 'Repo[generic:
typing/invalid/guarded-match-not-exhaustive.hd	true	check	1	nonexhaustive-match	6	6	impl-line-matches	spec/conformance/typing/invalid/guarded-match-not-exhaustive.hd:6:5: nonexhaustive-match: match does not cover: Queued
typing/invalid/heterogeneous-list.hd	true	check	1	no-common-type	2	2	impl-line-matches	spec/conformance/typing/invalid/heterogeneous-list.hd:2:15: no-common-type: list elements have no common type: i32 and string
typing/invalid/implicit-data-equality.hd	true	check	1	missing-partial-eq	5	5	impl-line-matches	spec/conformance/typing/invalid/implicit-data-equality.hd:5:5: missing-partial-eq: type 'User' does not implement PartialEq
typing/invalid/implicit-data-ordering.hd	true	check	1	missing-partial-ord	5	5	impl-line-matches	spec/conformance/typing/invalid/implicit-data-ordering.hd:5:5: missing-partial-ord: type 'Score' does not implement PartialOrd
typing/invalid/impossible-gadt-pattern.hd	false	check	1	impossible-gadt-pattern	9	-	impl-code-absent	spec/conformance/typing/invalid/impossible-gadt-pattern.hd:3:19: unknown-type: unknown or unsupported type 'i64'
typing/invalid/impure-data-default.hd	true	check	1	impure-data-default	10	10	impl-line-matches	spec/conformance/typing/invalid/impure-data-default.hd:10:18: impure-data-default: default for 'Counter.value' is not compile-time pure
typing/invalid/impure-shared-enum-default.hd	true	check	1	impure-enum-default	7	7	impl-line-matches	spec/conformance/typing/invalid/impure-shared-enum-default.hd:7:25: impure-enum-default: default for 'Status.code' is not compile-time pure
typing/invalid/integer-literal-range.hd	false	check	1	integer-literal-range	2	-	impl-code-absent	spec/conformance/typing/invalid/integer-literal-range.hd:2:10: unknown-type: unknown or unsupported type 'u8'
typing/invalid/integer-narrowing.hd	false	check	1	implicit-narrowing	3	-	impl-code-absent	spec/conformance/typing/invalid/integer-narrowing.hd:2:19: unknown-type: unknown or unsupported type 'i64'
typing/invalid/invalid-map-key.hd	true	check	1	invalid-map-key	3	3	impl-line-matches	spec/conformance/typing/invalid/invalid-map-key.hd:3:12: invalid-map-key: type 'User' does not implement the MVP map-key contract
typing/invalid/least-type-weakening-variance.hd	false	check	1	no-least-common-type	5	-	impl-code-absent	spec/conformance/typing/invalid/least-type-weakening-variance.hd:5:21: no-common-type: list elements have no common type: mut:list[mut:User] and list[User]
typing/invalid/library-orphan-annotation.hd	false	check	1	orphan-annotation-in-library	5	-	impl-code-absent	spec/conformance/typing/invalid/library-orphan-annotation.hd:5:1: expected-expression: expected an expression, found 'annotate'
typing/invalid/local-impl-nonlocal-pair.hd	false	check	1	local-impl-nonlocal-pair	9	-	impl-code-absent	spec/conformance/typing/invalid/local-impl-nonlocal-pair.hd:9:5: expected-expression: expected an expression, found 'impl'
typing/invalid/metadata-type-as-value.hd	false	check	1	type-used-as-value	5	-	impl-code-absent	spec/conformance/typing/invalid/metadata-type-as-value.hd:4:19: unknown-type: unknown or unsupported type 'FieldShape'
typing/invalid/missing-child-annotation.hd	false	check	1	missing-child-annotation	29	-	impl-code-absent	spec/conformance/typing/invalid/missing-child-annotation.hd:29:1: expected-expression: expected an expression, found 'annotate'
typing/invalid/missing-mutable-edge.hd	true	check	1	readonly-edge	8	8	impl-line-matches	spec/conformance/typing/invalid/missing-mutable-edge.hd:8:5: readonly-edge: field 'name' cannot be assigned through readonly type 'Profile'
typing/invalid/missing-required-data-field.hd	true	check	1	missing-required-field	5	5	impl-line-matches	spec/conformance/typing/invalid/missing-required-data-field.hd:5:9: missing-required-field: missing required field 'id'
typing/invalid/missing-requirement.hd	true	check	1	missing-requirement	7	7	impl-line-matches	spec/conformance/typing/invalid/missing-requirement.hd:7:5: missing-requirement: call to 'query' requires Database
typing/invalid/missing-return-value.hd	true	check	1	missing-return-value	2	2	impl-line-matches	spec/conformance/typing/invalid/missing-return-value.hd:2:5: missing-return-value: function 'invalid' may complete without an i32 value
typing/invalid/missing-trait-method.hd	true	check	1	missing-trait-method	5	5	impl-line-matches	spec/conformance/typing/invalid/missing-trait-method.hd:5:1: missing-trait-method: User does not implement Named.name
typing/invalid/mixed-numeric-power.hd	true	check	1	mixed-numeric-types	2	2	impl-line-matches	spec/conformance/typing/invalid/mixed-numeric-power.hd:2:5: mixed-numeric-types: integer and floating-point power operands cannot be mixed
typing/invalid/mixed-signedness.hd	false	check	1	mixed-signedness	3	-	impl-code-absent	spec/conformance/typing/invalid/mixed-signedness.hd:2:30: unknown-type: unknown or unsupported type 'u32'
typing/invalid/multiple-positional-value-packs.hd	false	check	1	multiple-positional-value-packs	1	-	impl-code-absent	spec/conformance/typing/invalid/multiple-positional-value-packs.hd:1:12: unsupported-generic-parameter: packs and defaults are outside the current erased-generi
typing/invalid/mut-upgrade.hd	true	check	1	mutable-upgrade	5	5	impl-line-matches	spec/conformance/typing/invalid/mut-upgrade.hd:5:29: mutable-upgrade: readonly type 'User' cannot be upgraded to 'mut:User'
typing/invalid/nil-to-any.hd	false	check	1	nil-to-nonoptional	2	-	impl-code-absent	spec/conformance/typing/invalid/nil-to-any.hd:2:14: unknown-type: unknown or unsupported type 'Any'
typing/invalid/nominal-map-key.hd	false	check	1	invalid-map-key	4	-	impl-code-absent	spec/conformance/typing/invalid/nominal-map-key.hd:2:1: expected-expression: expected an expression, found 'type'
typing/invalid/nondisplay-entry-error.hd	true	check	1	entry-error-not-display	3	3	impl-line-matches	spec/conformance/typing/invalid/nondisplay-entry-error.hd:3:5: private-type-leak: public function 'main' exposes private type or trait 'HiddenError'
typing/invalid/nonexhaustive-bool-match.hd	true	check	1	nonexhaustive-match	2	2	impl-line-matches	spec/conformance/typing/invalid/nonexhaustive-bool-match.hd:2:5: nonexhaustive-match: match does not cover: false
typing/invalid/nonexhaustive-match.hd	true	check	1	nonexhaustive-match	6	6	impl-line-matches	spec/conformance/typing/invalid/nonexhaustive-match.hd:6:5: nonexhaustive-match: match does not cover: Waiting
typing/invalid/nonfinal-positional-value-pack.hd	false	check	1	nonfinal-positional-value-pack	1	-	impl-code-absent	spec/conformance/typing/invalid/nonfinal-positional-value-pack.hd:1:14: unsupported-generic-parameter: packs and defaults are outside the current erased-generic
typing/invalid/nonfinal-spread.hd	true	check	1	nonfinal-positional-spread	5	5	impl-line-matches	spec/conformance/typing/invalid/nonfinal-spread.hd:5:21: nonfinal-positional-spread: a positional spread must be the final positional argument
typing/invalid/nonhost-entry-requirement.hd	true	check	1	nonhost-entry-requirement	3	3	impl-line-matches	spec/conformance/typing/invalid/nonhost-entry-requirement.hd:3:5: private-type-leak: public function 'main' exposes private type or trait 'Database'
typing/invalid/nonnumeric-unary-plus.hd	true	check	1	nonnumeric-unary-plus	2	2	impl-line-matches	spec/conformance/typing/invalid/nonnumeric-unary-plus.hd:2:12: nonnumeric-unary-plus: operator '+' requires a numeric operand
typing/invalid/orphan-impl.hd	true	check	1	orphan-impl	1	1	impl-line-matches	spec/conformance/typing/invalid/orphan-impl.hd:1:1: orphan-impl: implementation of nonlocal trait 'Display' for nonlocal type 'i32' is not allowed
typing/invalid/overlapping-generic-annotation.hd	false	check	1	overlapping-annotation-impl	15	-	impl-code-absent	spec/conformance/typing/invalid/overlapping-generic-annotation.hd:11:1: expected-expression: expected an expression, found 'annotate'
typing/invalid/overload.hd	true	check	1	duplicate-module-name	2	2	impl-line-matches	spec/conformance/typing/invalid/overload.hd:2:1: duplicate-module-name: function 'value' is declared more than once
typing/invalid/pack-length-mismatch.hd	false	check	1	pack-length-mismatch	11	-	impl-code-absent	spec/conformance/typing/invalid/pack-length-mismatch.hd:2:16: unsupported-generic-parameter: packs and defaults are outside the current erased-generic slice
typing/invalid/pack-map-mapper-mismatch.hd	false	check	1	pack-map-mapper-mismatch	5	-	impl-code-absent	spec/conformance/typing/invalid/pack-map-mapper-mismatch.hd:5:26: unknown-name: unknown name 'pack'
typing/invalid/parameter-decorator-type.hd	false	check	1	invalid-parameter-metadata	10	-	impl-code-absent	spec/conformance/typing/invalid/parameter-decorator-type.hd:10:5: expected-token: expected a parameter name
typing/invalid/partial-generic-arguments.hd	true	check	1	partial-generic-arguments	4	4	impl-line-matches	spec/conformance/typing/invalid/partial-generic-arguments.hd:4:10: partial-generic-arguments: function 'pair' expects 2 type arguments, received 1
typing/invalid/partial-generic-method-arguments.hd	true	check	1	partial-generic-arguments	9	9	impl-line-matches	spec/conformance/typing/invalid/partial-generic-method-arguments.hd:9:10: partial-generic-arguments: method 'pair' expects 2 type arguments, received 1
typing/invalid/permission-target-overlap.hd	true	check	1	overlapping-impl	7	7	impl-line-matches	spec/conformance/typing/invalid/permission-target-overlap.hd:7:1: overlapping-impl: mut:Counter overlaps another Marker implementation after permission normaliz
typing/invalid/plain-closure-mutable-capture.hd	false	check	0	mutable-capture-requires-mut-fn	3	-	impl-code-absent	spec/conformance/typing/invalid/plain-closure-mutable-capture.hd: ok
typing/invalid/possibly-uninitialized-binding.hd	true	check	1	possibly-uninitialized-binding	5	5	impl-line-matches	spec/conformance/typing/invalid/possibly-uninitialized-binding.hd:5:5: possibly-uninitialized-binding: binding 'name' may not have been initialized on this path
typing/invalid/prelude-shadow.hd	true	check	1	prelude-name-shadow	1	1	impl-line-matches	spec/conformance/typing/invalid/prelude-shadow.hd:1:1: prelude-name-shadow: type 'Display' is provided by the prelude and cannot be redeclared
typing/invalid/present-pattern-nonoptional.hd	true	check	1	optional-pattern-requires-optional	3	3	impl-line-matches	spec/conformance/typing/invalid/present-pattern-nonoptional.hd:3:9: optional-pattern-requires-optional: the present pattern requires an optional subject, found 
typing/invalid/primitive-identity.hd	true	check	1	identity-requires-references	2	2	impl-line-matches	spec/conformance/typing/invalid/primitive-identity.hd:2:5: identity-requires-references: identity comparison does not accept 'i32'
typing/invalid/private-requirement-row.hd	true	check	1	private-type-leak	3	3	impl-line-matches	spec/conformance/typing/invalid/private-requirement-row.hd:3:5: private-type-leak: public function 'query' exposes private type or trait 'Database'
typing/invalid/private-type-leak.hd	true	check	1	private-type-leak	3	3	impl-line-matches	spec/conformance/typing/invalid/private-type-leak.hd:3:5: private-type-leak: public function 'reveal' exposes private type or trait 'Secret'
typing/invalid/readonly-function-result.hd	true	check	1	readonly-argument-to-mutable-parameter	11	11	impl-line-matches	spec/conformance/typing/invalid/readonly-function-result.hd:11:12: readonly-argument-to-mutable-parameter: readonly argument 'User' cannot satisfy mutable param
typing/invalid/readonly-generic-field-init.hd	true	check	1	mutable-upgrade	8	8	impl-line-matches	spec/conformance/typing/invalid/readonly-generic-field-init.hd:8:40: mutable-upgrade: readonly type 'Child' cannot initialize generic field 'mut:Child'
typing/invalid/readonly-list-element-replacement.hd	true	check	1	readonly-root	5	5	impl-line-matches	spec/conformance/typing/invalid/readonly-list-element-replacement.hd:5:5: readonly-root: indexed assignment requires mutable access to 'list[mut:Child]'
typing/invalid/readonly-map-entry-replacement.hd	true	check	1	readonly-root	5	5	impl-line-matches	spec/conformance/typing/invalid/readonly-map-entry-replacement.hd:5:5: readonly-root: indexed assignment requires mutable access to 'map[string,mut:Child]'
typing/invalid/readonly-mut-field-method.hd	true	check	1	mutable-receiver-required	12	12	impl-line-matches	spec/conformance/typing/invalid/readonly-mut-field-method.hd:12:5: mutable-receiver-required: method 'rename' requires mutable access to Child
typing/invalid/readonly-mut-field-mutation.hd	true	check	1	readonly-root	8	8	impl-line-matches	spec/conformance/typing/invalid/readonly-mut-field-mutation.hd:8:5: readonly-root: field 'name' cannot be assigned through readonly type 'Child'
typing/invalid/readonly-mut-field-reassignment.hd	true	check	1	readonly-root	8	8	impl-line-matches	spec/conformance/typing/invalid/readonly-mut-field-reassignment.hd:8:5: readonly-root: field 'child' cannot be assigned through readonly type 'Parent'
typing/invalid/readonly-mutation.hd	true	check	1	readonly-root	5	5	impl-line-matches	spec/conformance/typing/invalid/readonly-mutation.hd:5:5: readonly-root: field 'name' cannot be assigned through readonly type 'User'
typing/invalid/readonly-spread-mutable-field.hd	true	check	1	mutable-upgrade	8	8	impl-line-matches	spec/conformance/typing/invalid/readonly-spread-mutable-field.hd:8:5: mutable-upgrade: construction of 'Parent' does not retain mutable access for every direct 
