# commit bd985d7 base 4cc1312; command: awk -F'	' -f audit/evidence/01-fixtures/join.awk impl-lines.tsv markers-raw.tsv; date 2026-09-25
path	status	commits	phase	expectation	section	old_header_code	marker_code	marker_line	impl_lines	selected	code_check	line_check	body_changed	verdict	note
parse/invalid/positional-after-named.hd	M	78af8aa	parse	reject:argument-order	02-grammar.md#calls-and-arguments	error:argument-order	argument-order	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
parse/invalid/pub-trait-method.hd	M	78af8aa	parse	reject:trait-method-visibility	02-grammar.md#traits-and-implementations	error:trait-method-visibility	trait-method-visibility	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
parse/invalid/reserved-name-collision.hd	M	78af8aa	parse	reject:reserved-name	01-lexical-structure.md#keywords-and-reserved-words	error:reserved-name	reserved-name	1	1	true	code-consistent	matches-impl-span	no	no-weakening	
parse/invalid/semicolon.hd	M	78af8aa	parse	reject:reserved-semicolon	01-lexical-structure.md#operators-and-delimiters	error:reserved-semicolon	reserved-semicolon	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
parse/invalid/tab-indentation.hd	M	78af8aa	parse	reject:tab-whitespace	01-lexical-structure.md#whitespace-and-indentation	error:tab-whitespace	tab-whitespace	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
parse/invalid/trailing-block-in-brackets.hd	M	78af8aa	parse	reject:trailing-block-position	02-grammar.md#calls-and-arguments	error:trailing-block-position	trailing-block-position	3	3	true	code-consistent	matches-impl-span	no	no-weakening	
parse/invalid/two-trailing-blocks.hd	M	bd985d7	parse	reject:trailing-block-position	07-functions.md#trailing-callback-blocks	error:trailing-block-position	trailing-block-position	3	3	true	code-consistent	matches-impl-span	no	no-weakening	
runtime/panic/competing-suspension-drivers.hd	M	bd985d7	runtime	panic:suspension-competing-driver	11-requirements-and-suspension.md#suspendt-protocol	panic:suspension-competing-driver	suspension-competing-driver	5	-	true	code-consistent	unchecked(panic output has no location)	no	no-weakening	
runtime/panic/explicit-panic.hd	A	bd985d7	runtime	panic:explicit-panic	06-control-flow.md#runtime-panics	-	explicit-panic	1	-	true	code-consistent	unchecked(panic output has no location)	new	no-weakening; new fixture, cited section checked by hand	
runtime/panic/for-loop-iterator-invalidated.hd	A	bd985d7	runtime	panic:iterator-invalidated	06-control-flow.md#for-loops	-	iterator-invalidated	3	-	true	code-consistent	unchecked(panic output has no location)	new	no-weakening; new fixture, cited section checked by hand	
runtime/panic/integer-add-overflow.hd	A	bd985d7	runtime	panic:integer-overflow	04-type-system.md#numeric-conversions	-	integer-overflow	1	-	true	code-consistent	unchecked(panic output has no location)	new	no-weakening; new fixture, cited section checked by hand	
runtime/panic/integer-divide-by-zero.hd	M	78af8aa	runtime	panic:integer-division-by-zero	05-expressions.md#unary-and-binary-operators	panic:integer-division-by-zero	integer-division-by-zero	2	-	true	code-consistent	unchecked(panic output has no location)	no	no-weakening	
runtime/panic/integer-negation-overflow.hd	A	bd985d7	runtime	panic:integer-overflow	04-type-system.md#numeric-conversions	-	integer-overflow	2	-	true	code-consistent	unchecked(panic output has no location)	new	no-weakening; new fixture, cited section checked by hand	
runtime/panic/invalid-shift.hd	A	bd985d7	runtime	panic:invalid-shift	05-expressions.md#unary-and-binary-operators	-	invalid-shift	1	-	true	code-consistent	unchecked(panic output has no location)	new	no-weakening; new fixture, cited section checked by hand	
runtime/panic/invalidated-iterator.hd	M	bd985d7	runtime	panic:iterator-invalidated	06-control-flow.md#for-loops	panic:iterator-invalidated	iterator-invalidated	5	-	true	code-consistent	unchecked(panic output has no location)	no	no-weakening	
runtime/panic/list-index-out-of-bounds.hd	A	bd985d7	runtime	panic:index-out-of-bounds	05-expressions.md#indexing	-	index-out-of-bounds	2	-	true	code-consistent	unchecked(panic output has no location)	new	no-weakening; new fixture, cited section checked by hand	
runtime/panic/list-set-out-of-bounds.hd	A	bd985d7	runtime	panic:index-out-of-bounds	05-expressions.md#indexing	-	index-out-of-bounds	2	-	true	code-consistent	unchecked(panic output has no location)	new	no-weakening; new fixture, cited section checked by hand	
runtime/panic/map-iterator-invalidated.hd	A	bd985d7	runtime	panic:iterator-invalidated	06-control-flow.md#for-loops	-	iterator-invalidated	4	-	true	code-consistent	unchecked(panic output has no location)	new	no-weakening; new fixture, cited section checked by hand	
runtime/panic/nested-block-on.hd	M	78af8aa	runtime	panic:suspension-nested-driver	11-requirements-and-suspension.md#suspending-functions	panic:suspension-nested-driver	suspension-nested-driver	7	-	true	code-consistent	unchecked(panic output has no location)	no	no-weakening	
runtime/panic/reentrant-cancel.hd	M	bd985d7	runtime	panic:suspension-reentrant-poll	11-requirements-and-suspension.md#suspendt-protocol	panic:suspension-reentrant-poll	suspension-reentrant-poll	17	-	true	code-consistent	unchecked(panic output has no location)	no	no-weakening	
runtime/panic/reentrant-suspension-poll.hd	M	bd985d7	runtime	panic:suspension-reentrant-poll	11-requirements-and-suspension.md#suspendt-protocol	panic:suspension-reentrant-poll	suspension-reentrant-poll	5	-	true	code-consistent	unchecked(panic output has no location)	no	no-weakening	
runtime/panic/removed-map-iterator-invalidated.hd	A	bd985d7	runtime	panic:iterator-invalidated	06-control-flow.md#for-loops	-	iterator-invalidated	4	-	true	code-consistent	unchecked(panic output has no location)	new	no-weakening; new fixture, cited section checked by hand	
runtime/panic/second-suspension-drive.hd	M	78af8aa	runtime	panic:suspension-invalid-state	11-requirements-and-suspension.md#suspendt-protocol	panic:suspension-invalid-state	suspension-invalid-state	8	-	true	code-consistent	unchecked(panic output has no location)	no	no-weakening	
runtime/panic/signed-min-division-overflow.hd	M	78af8aa	runtime	panic:integer-overflow	04-type-system.md#numeric-conversions	panic:integer-overflow	integer-overflow	3	-	true	code-consistent	unchecked(panic output has no location)	no	no-weakening	
runtime/panic/test-block-on.hd	M	78af8aa	runtime	panic:suspension-nested-driver	11-requirements-and-suspension.md#suspending-functions	panic:suspension-nested-driver	suspension-nested-driver	7	-	true	code-consistent	unchecked(panic output has no location)	no	no-weakening	
runtime/valid/assert.hd	A	bd985d7	runtime	accept	10-modules.md#standard-testing	-	-	-	-	true	code-consistent	n/a(accept)	new	no-weakening; new fixture, cited section checked by hand	
runtime/valid/cancellation-runs-defer.hd	M	bd985d7	runtime	accept	11-requirements-and-suspension.md#cancellation	-	-	-	-	true	code-consistent	n/a(accept)	yes	no-weakening	body fix: trait Gate made pub; base version leaked a private trait in the pub main row (private-type-leak); rerun: audit/probes/spec-edits/base-cancellation-runs-defer.hd
runtime/valid/cancellation-unwinds-nested-frames.hd	A	bd985d7	runtime	accept	11-requirements-and-suspension.md#suspendt-protocol	-	-	-	-	true	code-consistent	n/a(accept)	new	no-weakening; new fixture, cited section checked by hand	
runtime/valid/cancellation-unwinds-suspending-closure.hd	A	bd985d7	runtime	accept	11-requirements-and-suspension.md#cancellation	-	-	-	-	true	code-consistent	n/a(accept)	new	no-weakening; new fixture, cited section checked by hand	
runtime/valid/display-dispatch.hd	A	78af8aa	runtime	accept	05-expressions.md#literals	-	-	-	-	true	code-consistent	n/a(accept)	new	no-weakening; new fixture, cited section checked by hand	
runtime/valid/float-display.hd	A	78af8aa	runtime	accept	04-type-system.md#numeric-conversions	-	-	-	-	true	code-consistent	n/a(accept)	new	no-weakening; new fixture, cited section checked by hand	
runtime/valid/generic-data-embedding.hd	A	78af8aa	runtime	accept	08-data-and-enums.md#data-embedding	-	-	-	-	true	code-consistent	n/a(accept)	new	no-weakening; new fixture, cited section checked by hand	
runtime/valid/list-iterator.hd	A	bd985d7	runtime	accept	06-control-flow.md#for-loops	-	-	-	-	true	code-consistent	n/a(accept)	new	no-weakening; new fixture, cited section checked by hand	
runtime/valid/map-iterator.hd	A	bd985d7	runtime	accept	06-control-flow.md#for-loops	-	-	-	-	true	code-consistent	n/a(accept)	new	no-weakening; new fixture, cited section checked by hand	
runtime/valid/module-initialization-before-main.hd	A	bd985d7	runtime	accept	10-modules.md#module-initialization	-	-	-	-	true	code-consistent	n/a(accept)	new	no-weakening; new fixture, cited section checked by hand	
runtime/valid/partial-equality-dispatch.hd	A	bd985d7	runtime	accept	05-expressions.md#unary-and-binary-operators	-	-	-	-	true	code-consistent	n/a(accept)	new	no-weakening; new fixture, cited section checked by hand	
runtime/valid/partial-ordering-dispatch.hd	A	bd985d7	runtime	accept	09-traits.md#comparison-traits	-	-	-	-	true	code-consistent	n/a(accept)	new	no-weakening; new fixture, cited section checked by hand	
runtime/valid/structural-equality.hd	A	bd985d7	runtime	accept	05-expressions.md#unary-and-binary-operators	-	-	-	-	true	code-consistent	n/a(accept)	new	no-weakening; new fixture, cited section checked by hand	
runtime/valid/structural-ordering.hd	A	bd985d7	runtime	accept	05-expressions.md#unary-and-binary-operators	-	-	-	-	true	code-consistent	n/a(accept)	new	no-weakening; new fixture, cited section checked by hand	
typing/invalid/ambiguous-trait-method.hd	M	78af8aa	type	reject:ambiguous-method	09-traits.md#method-resolution	error:ambiguous-method	ambiguous-method	17	17	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/annotation-direct-reentry.hd	M	bd985d7	type	reject:annotation-resolution-reentry	14-annotations.md#recursive-annotations	error:annotation-resolution-reentry	annotation-resolution-reentry	10	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/annotation-top-level-read.hd	M	bd985d7	type	reject:annotation-top-level-read	14-annotations.md#runtime-materialization	error:annotation-top-level-read	annotation-top-level-read	10	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/assert-equal-non-eq.hd	M	bd985d7	type	reject:missing-partial-eq	10-modules.md#standard-testing	error:missing-partial-eq	missing-partial-eq	8	8	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/bang-call-outside-suspension.hd	M	78af8aa	type	reject:bang-call-outside-suspension	11-requirements-and-suspension.md#suspending-functions	error:bang-call-outside-suspension	bang-call-outside-suspension	5	5	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/bare-variant-pattern.hd	M	78af8aa	type	reject:bare-variant-pattern	06-control-flow.md#match-expressions	error:bare-variant-pattern	bare-variant-pattern	6	6	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/break-value-without-else.hd	M	bd985d7	type	reject:break-value-context	06-control-flow.md#break-continue-and-loop-else	error:break-value-context	break-value-context	4	4	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/configured-facet-not-annotator.hd	M	bd985d7	type	reject:decorator-not-annotator	14-annotations.md#prefix-decorators	error:decorator-not-annotator	decorator-not-annotator	4	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/contextual-variant-without-type.hd	M	78af8aa	type	reject:missing-contextual-enum-type	05-expressions.md#names	error:missing-contextual-enum-type	missing-contextual-enum-type	5	5	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/contravariant-representation-change.hd	M	bd985d7	type	reject:variance-representation-change	04-type-system.md#variance	error:variance-representation-change	variance-representation-change	5	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/copy-update-readonly-child.hd	M	78af8aa	type	reject:readonly-edge	04-type-system.md#mutable-paths	error:readonly-edge	readonly-edge	9	9	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/covariant-gadt-result.hd	M	bd985d7	type	reject:invalid-variance	04-type-system.md#variance	error:invalid-variance	invalid-variance	5	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/data-annotator-map-build.hd	M	bd985d7	type	reject:annotation-build-signature	14-annotations.md#aggregate-annotators	error:annotation-build-signature	annotation-build-signature	21	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/defer-block-on.hd	M	bd985d7	type	reject:suspension-forbidden-context	06-control-flow.md#deferred-cleanup	error:suspension-forbidden-context	suspension-forbidden-context	12	12	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/defer-suspends.hd	M	78af8aa	type	reject:suspending-defer	06-control-flow.md#deferred-cleanup	error:suspending-defer	suspending-defer	6	6	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/derived-generic-bound.hd	M	bd985d7	type	reject:missing-derived-bound	09-traits.md#comparison-traits	error:missing-derived-bound	missing-derived-bound	6	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/derived-hash-field-not-hash.hd	M	bd985d7	type	reject:field-not-hash	09-traits.md#comparison-traits	error:field-not-hash	field-not-hash	6	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/derived-total-order-float.hd	M	bd985d7	type	reject:field-not-eq	09-traits.md#comparison-traits	error:field-not-eq	field-not-eq	4	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/discarded-result.hd	M	78af8aa	type	reject:discarded-must-use-value	06-control-flow.md#blocks-and-completion	error:discarded-must-use-value	discarded-must-use-value	9	9,12,15	true	code-consistent	matches-impl-span	whitespace-only	no-weakening	
typing/invalid/discarded-suspension.hd	M	78af8aa	type	reject:discarded-must-use-value	06-control-flow.md#blocks-and-completion	error:discarded-must-use-value	discarded-must-use-value	4	4	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/duplicate-data-field.hd	M	78af8aa	type	reject:duplicate-field	08-data-and-enums.md#construction-and-access	error:duplicate-field	duplicate-field	6	6	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/duplicate-data-pattern-field.hd	M	78af8aa	type	reject:duplicate-data-pattern-field	06-control-flow.md#match-expressions	error:duplicate-data-pattern-field	duplicate-data-pattern-field	6	6	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/duplicate-direct-annotation-impl.hd	M	bd985d7	type	reject:duplicate-annotation-impl	14-annotations.md#coherence-and-package-rules	error:duplicate-annotation-impl	duplicate-annotation-impl	30	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/duplicate-generic-embedded-name.hd	M	78af8aa	type	reject:duplicate-embedded-field	08-data-and-enums.md#data-embedding	error:duplicate-embedded-field	duplicate-embedded-field	6	6	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/duplicate-inherent-member.hd	M	78af8aa	type	reject:duplicate-inherent-member	09-traits.md#inherent-implementations	error:duplicate-inherent-member	duplicate-inherent-member	5	5	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/duplicate-trait-member.hd	M	78af8aa	type	reject:duplicate-trait-member	09-traits.md#trait-declarations	error:duplicate-trait-member	duplicate-trait-member	3	3	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/embedded-field-decorator-type.hd	M	bd985d7	type	reject:invalid-field-metadata	14-annotations.md#prefix-decorators	error:invalid-field-metadata	invalid-field-metadata	14	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/embedded-mut-trait-bodyless.hd	M	78af8aa	type	reject:promoted-mutable-requirement	09-traits.md#embedding-and-trait-satisfaction	error:promoted-mutable-requirement	promoted-mutable-requirement	14	14	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/float-literal-range.hd	M	78af8aa	type	reject:float-literal-range	04-type-system.md#literal-types	error:float-literal-range	float-literal-range	1	1	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/float-map-key.hd	M	78af8aa	type	reject:invalid-map-key	04-type-system.md#map-key-types	error:invalid-map-key	invalid-map-key	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/forward-module-binding.hd	M	78af8aa	type	reject:binding-not-yet-visible	03-names-and-scopes.md#module-scope	error:binding-not-yet-visible	binding-not-yet-visible	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/function-equality.hd	M	78af8aa	type	reject:unsupported-equality	05-expressions.md#unary-and-binary-operators	error:unsupported-equality	unsupported-equality	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/generic-requirement-key-collision.hd	M	78af8aa	type	reject:generic-requirement-key-collision	11-requirements-and-suspension.md#provider-scopes	error:generic-requirement-key-collision	generic-requirement-key-collision	5	5,11	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/guarded-match-not-exhaustive.hd	M	78af8aa	type	reject:nonexhaustive-match	06-control-flow.md#match-expressions	error:nonexhaustive-match	nonexhaustive-match	6	6	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/heterogeneous-list.hd	M	78af8aa	type	reject:no-common-type	05-expressions.md#list-and-map-expressions	error:no-common-type	no-common-type	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/implicit-data-equality.hd	M	78af8aa	type	reject:missing-partial-eq	05-expressions.md#unary-and-binary-operators	error:missing-partial-eq	missing-partial-eq	5	5	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/implicit-data-ordering.hd	M	78af8aa	type	reject:missing-partial-ord	09-traits.md#comparison-traits	error:missing-partial-ord	missing-partial-ord	5	5	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/impossible-gadt-pattern.hd	M	bd985d7	type	reject:impossible-gadt-pattern	13-gadts.md#pattern-refinement	error:impossible-gadt-pattern	impossible-gadt-pattern	9	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/impure-data-default.hd	M	78af8aa	type	reject:impure-data-default	08-data-and-enums.md#data-declarations	error:impure-data-default	impure-data-default	10	10	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/impure-shared-enum-default.hd	M	78af8aa	type	reject:impure-enum-default	08-data-and-enums.md#shared-enum-constructor-data	error:impure-enum-default	impure-enum-default	7	7	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/integer-literal-range.hd	M	bd985d7	type	reject:integer-literal-range	04-type-system.md#literal-types	error:integer-literal-range	integer-literal-range	2	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/integer-narrowing.hd	M	bd985d7	type	reject:implicit-narrowing	04-type-system.md#numeric-conversions	error:implicit-narrowing	implicit-narrowing	3	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/invalid-map-key.hd	M	78af8aa	type	reject:invalid-map-key	04-type-system.md#map-key-types	error:invalid-map-key	invalid-map-key	3	3	true	code-consistent	matches-impl-span	whitespace-only	no-weakening	
typing/invalid/least-type-weakening-variance.hd	M	bd985d7	type	reject:no-least-common-type	05-expressions.md#list-and-map-expressions	error:no-least-common-type	no-least-common-type	5	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/library-orphan-annotation.hd	M	bd985d7	type	reject:orphan-annotation-in-library	14-annotations.md#coherence-and-package-rules	error:orphan-annotation-in-library	orphan-annotation-in-library	5	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/local-impl-nonlocal-pair.hd	M	bd985d7	type	reject:local-impl-nonlocal-pair	09-traits.md#trait-implementations	error:local-impl-nonlocal-pair	local-impl-nonlocal-pair	9	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/metadata-type-as-value.hd	M	bd985d7	type	reject:type-used-as-value	14-annotations.md#common-shape-representation	error:type-used-as-value	type-used-as-value	5	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/missing-child-annotation.hd	M	bd985d7	type	reject:missing-child-annotation	14-annotations.md#missing-child-information	error:missing-child-annotation	missing-child-annotation	29	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/missing-mutable-edge.hd	M	78af8aa	type	reject:readonly-edge	04-type-system.md#mutable-paths	error:readonly-edge	readonly-edge	8	8	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/missing-required-data-field.hd	M	78af8aa	type	reject:missing-required-field	08-data-and-enums.md#construction-and-access	error:missing-required-field	missing-required-field	5	5	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/missing-requirement.hd	M	78af8aa	type	reject:missing-requirement	11-requirements-and-suspension.md#requirement-rows	error:missing-requirement	missing-requirement	7	7	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/missing-return-value.hd	M	78af8aa	type	reject:missing-return-value	07-functions.md#declarations	error:missing-return-value	missing-return-value	2	2	true	code-consistent	matches-impl-span	no	no-weakening	line choice: marker on the if header; spec gives no location
typing/invalid/missing-trait-method.hd	M	78af8aa	type	reject:missing-trait-method	09-traits.md#trait-implementations	error:missing-trait-method	missing-trait-method	5	5	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/mixed-numeric-power.hd	M	78af8aa	type	reject:mixed-numeric-types	05-expressions.md#unary-and-binary-operators	error:mixed-numeric-types	mixed-numeric-types	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/mixed-signedness.hd	M	bd985d7	type	reject:mixed-signedness	04-type-system.md#numeric-conversions	error:mixed-signedness	mixed-signedness	3	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/multiple-positional-value-packs.hd	M	bd985d7	type	reject:multiple-positional-value-packs	12-variadic-generics.md#pattern-expansion	error:multiple-positional-value-packs	multiple-positional-value-packs	1	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/mut-upgrade.hd	M	78af8aa	type	reject:mutable-upgrade	04-type-system.md#assignability-and-coercion	error:mutable-upgrade	mutable-upgrade	5	5	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/nil-to-any.hd	M	bd985d7	type	reject:nil-to-nonoptional	04-type-system.md#optional-types	error:nil-to-nonoptional	nil-to-nonoptional	2	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/nominal-map-key.hd	M	bd985d7	type	reject:invalid-map-key	04-type-system.md#map-key-types	error:invalid-map-key	invalid-map-key	4	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/nondisplay-entry-error.hd	M	78af8aa	type	reject:entry-error-not-display	10-modules.md#executable-entry-point	error:entry-error-not-display	entry-error-not-display	3	3	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/nonexhaustive-bool-match.hd	M	78af8aa	type	reject:nonexhaustive-match	06-control-flow.md#match-expressions	error:nonexhaustive-match	nonexhaustive-match	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/nonexhaustive-match.hd	M	78af8aa	type	reject:nonexhaustive-match	06-control-flow.md#match-expressions	error:nonexhaustive-match	nonexhaustive-match	6	6	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/nonfinal-positional-value-pack.hd	M	bd985d7	type	reject:nonfinal-positional-value-pack	12-variadic-generics.md#pattern-expansion	error:nonfinal-positional-value-pack	nonfinal-positional-value-pack	1	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/nonfinal-spread.hd	M	78af8aa	type	reject:nonfinal-positional-spread	07-functions.md#varargs	error:nonfinal-positional-spread	nonfinal-positional-spread	5	5	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/nonhost-entry-requirement.hd	M	78af8aa	type	reject:nonhost-entry-requirement	11-requirements-and-suspension.md#provider-access	error:nonhost-entry-requirement	nonhost-entry-requirement	3	3	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/nonnumeric-unary-plus.hd	M	78af8aa	type	reject:nonnumeric-unary-plus	05-expressions.md#unary-and-binary-operators	error:nonnumeric-unary-plus	nonnumeric-unary-plus	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/orphan-impl.hd	M	bd985d7	type	reject:orphan-impl	09-traits.md#trait-implementations	error:orphan-impl	orphan-impl	1	1	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/overlapping-generic-annotation.hd	M	bd985d7	type	reject:overlapping-annotation-impl	14-annotations.md#derived-facet-information	error:overlapping-annotation-impl	overlapping-annotation-impl	15	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/overload.hd	M	78af8aa	type	reject:duplicate-module-name	03-names-and-scopes.md#name-categories	error:duplicate-module-name	duplicate-module-name	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/pack-length-mismatch.hd	M	bd985d7	type	reject:pack-length-mismatch	12-variadic-generics.md#lockstep-expansion	error:pack-length-mismatch	pack-length-mismatch	11	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	line is implementation-specific: call spans L8-L12, marker on the extra argument L11
typing/invalid/pack-map-mapper-mismatch.hd	M	bd985d7	type	reject:pack-map-mapper-mismatch	12-variadic-generics.md#pack-mapping	error:pack-map-mapper-mismatch	pack-map-mapper-mismatch	5	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
